,apelido,clube_id,clube_nome,jogador_id,posicao_id,posicao_nome,status_id,status_nome,scout,rodada,pontos,preco,variacao,media
2197,Gustavo Henrique,282,Atlético-MG,107963,3,Zagueiro,6,Nulo,{},2,0.0,2.0,0.0,0.0
2198,Gustavo Henrique,282,Atlético-MG,107963,3,Zagueiro,6,Nulo,{},3,0.0,2.0,0.0,0.0
2199,Gustavo Henrique,282,Atlético-MG,107963,3,Zagueiro,6,Nulo,{},4,0.0,2.0,0.0,0.0
2200,Gustavo Henrique,282,Atlético-MG,107963,3,Zagueiro,6,Nulo,{},5,0.0,2.0,0.0,0.0
2201,Gustavo Henrique,282,Atlético-MG,107963,3,Zagueiro,6,Nulo,{},6,0.0,2.0,0.0,0.0
2202,Gustavo Henrique,282,Atlético-MG,107963,3,Zagueiro,6,Nulo,{},7,0.0,2.0,0.0,0.0
2203,Gustavo Henrique,282,Atlético-MG,107963,3,Zagueiro,6,Nulo,{},8,0.0,2.0,0.0,0.0
2204,Gustavo Henrique,282,Atlético-MG,107963,3,Zagueiro,6,Nulo,{},9,0.0,2.0,0.0,0.0
2205,Gustavo Henrique,282,Atlético-MG,107963,3,Zagueiro,6,Nulo,{},10,0.0,2.0,0.0,0.0
2206,Gustavo Henrique,282,Atlético-MG,107963,3,Zagueiro,6,Nulo,{},11,0.0,2.0,0.0,0.0
2207,Gustavo Henrique,282,Atlético-MG,107963,3,Zagueiro,6,Nulo,{},12,,,,
2208,Élber,265,Bahia,74140,5,Atacante,7,Provável,"{'A': 1, 'DS': 10, 'FC': 5, 'FD': 6, 'FF': 5, 'FS': 26, 'FT': 1, 'G': 1, 'I': 4, 'PI': 61}",1,0.0,7.0,0.0,0.0
2209,Élber,265,Bahia,74140,5,Atacante,7,Provável,"{'A': 1, 'DS': 10, 'FC': 5, 'FD': 6, 'FF': 5, 'FS': 26, 'FT': 1, 'G': 1, 'I': 4, 'PI': 61}",2,2.1,6.11,-0.89,2.1
2210,Élber,265,Bahia,74140,5,Atacante,7,Provável,"{'A': 1, 'DS': 10, 'FC': 5, 'FD': 6, 'FF': 5, 'FS': 26, 'FT': 1, 'G': 1, 'I': 4, 'PI': 61}",3,9.3,8.5,2.39,5.7
2211,Élber,265,Bahia,74140,5,Atacante,7,Provável,"{'A': 1, 'DS': 10, 'FC': 5, 'FD': 6, 'FF': 5, 'FS': 26, 'FT': 1, 'G': 1, 'I': 4, 'PI': 61}",4,9.0,9.8,1.3,6.8
2212,Élber,265,Bahia,74140,5,Atacante,7,Provável,"{'A': 1, 'DS': 10, 'FC': 5, 'FD': 6, 'FF': 5, 'FS': 26, 'FT': 1, 'G': 1, 'I': 4, 'PI': 61}",5,0.7,8.56,-1.24,5.28
2213,Élber,265,Bahia,74140,5,Atacante,7,Provável,"{'A': 1, 'DS': 10, 'FC': 5, 'FD': 6, 'FF': 5, 'FS': 26, 'FT': 1, 'G': 1, 'I': 4, 'PI': 61}",6,2.6,8.86,0.3,4.74
2214,Élber,265,Bahia,74140,5,Atacante,7,Provável,"{'A': 1, 'DS': 10, 'FC': 5, 'FD': 6, 'FF': 5, 'FS': 26, 'FT': 1, 'G': 1, 'I': 4, 'PI': 61}",7,12.3,11.11,2.25,6.0
2215,Élber,265,Bahia,74140,5,Atacante,7,Provável,"{'A': 1, 'DS': 10, 'FC': 5, 'FD': 6, 'FF': 5, 'FS': 26, 'FT': 1, 'G': 1, 'I': 4, 'PI': 61}",8,0.3,9.42,-1.69,5.19
2216,Élber,265,Bahia,74140,5,Atacante,7,Provável,"{'A': 1, 'DS': 10, 'FC': 5, 'FD': 6, 'FF': 5, 'FS': 26, 'FT': 1, 'G': 1, 'I': 4, 'PI': 61}",9,2.2,9.67,0.25,4.82
2217,Élber,265,Bahia,74140,5,Atacante,7,Provável,"{'A': 1, 'DS': 10, 'FC': 5, 'FD': 6, 'FF': 5, 'FS': 26, 'FT': 1, 'G': 1, 'I': 4, 'PI': 61}",10,1.1,9.43,-0.24,4.41
2218,Élber,265,Bahia,74140,5,Atacante,7,Provável,"{'A': 1, 'DS': 10, 'FC': 5, 'FD': 6, 'FF': 5, 'FS': 26, 'FT': 1, 'G': 1, 'I': 4, 'PI': 61}",11,0.0,9.43,0.0,4.41
2219,Élber,265,Bahia,74140,5,Atacante,7,Provável,"{'A': 1, 'DS': 10, 'FC': 5, 'FD': 6, 'FF': 5, 'FS': 26, 'FT': 1, 'G': 1, 'I': 4, 'PI': 61}",12,,,,
2220,Werley,267,Vasco,62974,3,Zagueiro,6,Nulo,{},1,0.0,4.0,0.0,0.0
2221,Werley,267,Vasco,62974,3,Zagueiro,6,Nulo,{},2,0.0,4.0,0.0,0.0
2222,Werley,267,Vasco,62974,3,Zagueiro,6,Nulo,{},3,0.0,4.0,0.0,0.0
2223,Werley,267,Vasco,62974,3,Zagueiro,6,Nulo,{},4,0.0,4.0,0.0,0.0
2224,Werley,267,Vasco,62974,3,Zagueiro,6,Nulo,{},5,0.0,4.0,0.0,0.0
2225,Werley,267,Vasco,62974,3,Zagueiro,6,Nulo,{},6,0.0,4.0,0.0,0.0
2226,Werley,267,Vasco,62974,3,Zagueiro,6,Nulo,{},7,0.0,4.0,0.0,0.0
2227,Werley,267,Vasco,62974,3,Zagueiro,6,Nulo,{},8,0.0,4.0,0.0,0.0
2228,Werley,267,Vasco,62974,3,Zagueiro,6,Nulo,{},9,0.0,4.0,0.0,0.0
2229,Werley,267,Vasco,62974,3,Zagueiro,6,Nulo,{},10,0.0,4.0,0.0,0.0
2230,Werley,267,Vasco,62974,3,Zagueiro,6,Nulo,{},11,0.0,4.0,0.0,0.0
2231,Werley,267,Vasco,62974,3,Zagueiro,6,Nulo,{},12,,,,
2232,Bruno César,267,Vasco,52558,4,Meia,6,Nulo,"{'DS': 3, 'FC': 4, 'FD': 2, 'FF': 3, 'FS': 4, 'PI': 27}",1,0.0,5.0,0.0,0.0
2233,Bruno César,267,Vasco,52558,4,Meia,6,Nulo,"{'DS': 3, 'FC': 4, 'FD': 2, 'FF': 3, 'FS': 4, 'PI': 27}",2,0.0,5.0,0.0,0.0
2234,Bruno César,267,Vasco,52558,4,Meia,6,Nulo,"{'DS': 3, 'FC': 4, 'FD': 2, 'FF': 3, 'FS': 4, 'PI': 27}",3,0.0,5.0,0.0,0.0
2235,Bruno César,267,Vasco,52558,4,Meia,6,Nulo,"{'DS': 3, 'FC': 4, 'FD': 2, 'FF': 3, 'FS': 4, 'PI': 27}",4,0.0,5.0,0.0,0.0
2236,Bruno César,267,Vasco,52558,4,Meia,6,Nulo,"{'DS': 3, 'FC': 4, 'FD': 2, 'FF': 3, 'FS': 4, 'PI': 27}",5,0.8,3.98,-1.02,0.8
2237,Bruno César,267,Vasco,52558,4,Meia,6,Nulo,"{'DS': 3, 'FC': 4, 'FD': 2, 'FF': 3, 'FS': 4, 'PI': 27}",6,0.6,3.87,-0.11,0.7
2238,Bruno César,267,Vasco,52558,4,Meia,6,Nulo,"{'DS': 3, 'FC': 4, 'FD': 2, 'FF': 3, 'FS': 4, 'PI': 27}",7,-0.1,3.6,-0.27,0.43
2239,Bruno César,267,Vasco,52558,4,Meia,6,Nulo,"{'DS': 3, 'FC': 4, 'FD': 2, 'FF': 3, 'FS': 4, 'PI': 27}",8,0.7,3.72,0.12,0.5
2240,Bruno César,267,Vasco,52558,4,Meia,6,Nulo,"{'DS': 3, 'FC': 4, 'FD': 2, 'FF': 3, 'FS': 4, 'PI': 27}",9,3.6,4.33,0.61,1.12
2241,Bruno César,267,Vasco,52558,4,Meia,6,Nulo,"{'DS': 3, 'FC': 4, 'FD': 2, 'FF': 3, 'FS': 4, 'PI': 27}",10,-0.1,3.73,-0.6,0.92
2242,Bruno César,267,Vasco,52558,4,Meia,6,Nulo,"{'DS': 3, 'FC': 4, 'FD': 2, 'FF': 3, 'FS': 4, 'PI': 27}",11,-0.4,3.51,-0.22,0.73
2243,Bruno César,267,Vasco,52558,4,Meia,6,Nulo,"{'DS': 3, 'FC': 4, 'FD': 2, 'FF': 3, 'FS': 4, 'PI': 27}",12,,,,
2244,Júlio César,280,Bragantino,38133,1,Goleiro,7,Provável,"{'DD': 3, 'DP': 1, 'GS': 4, 'PI': 32}",1,0.0,6.0,0.0,0.0
2245,Júlio César,280,Bragantino,38133,1,Goleiro,7,Provável,"{'DD': 3, 'DP': 1, 'GS': 4, 'PI': 32}",2,0.0,6.0,0.0,0.0
2246,Júlio César,280,Bragantino,38133,1,Goleiro,7,Provável,"{'DD': 3, 'DP': 1, 'GS': 4, 'PI': 32}",3,0.0,6.0,0.0,0.0
2247,Júlio César,280,Bragantino,38133,1,Goleiro,7,Provável,"{'DD': 3, 'DP': 1, 'GS': 4, 'PI': 32}",4,0.0,6.0,0.0,0.0
2248,Júlio César,280,Bragantino,38133,1,Goleiro,7,Provável,"{'DD': 3, 'DP': 1, 'GS': 4, 'PI': 32}",5,0.0,6.0,0.0,0.0
2249,Júlio César,280,Bragantino,38133,1,Goleiro,7,Provável,"{'DD': 3, 'DP': 1, 'GS': 4, 'PI': 32}",6,0.0,6.0,0.0,0.0
2250,Júlio César,280,Bragantino,38133,1,Goleiro,7,Provável,"{'DD': 3, 'DP': 1, 'GS': 4, 'PI': 32}",7,0.0,6.0,0.0,0.0
2251,Júlio César,280,Bragantino,38133,1,Goleiro,7,Provável,"{'DD': 3, 'DP': 1, 'GS': 4, 'PI': 32}",8,0.0,6.0,0.0,0.0
2252,Júlio César,280,Bragantino,38133,1,Goleiro,7,Provável,"{'DD': 3, 'DP': 1, 'GS': 4, 'PI': 32}",9,0.0,6.0,0.0,0.0
2253,Júlio César,280,Bragantino,38133,1,Goleiro,7,Provável,"{'DD': 3, 'DP': 1, 'GS': 4, 'PI': 32}",10,5.3,5.8,-0.2,5.3
2254,Júlio César,280,Bragantino,38133,1,Goleiro,7,Provável,"{'DD': 3, 'DP': 1, 'GS': 4, 'PI': 32}",11,2.5,5.37,-0.43,3.9
2255,Júlio César,280,Bragantino,38133,1,Goleiro,7,Provável,"{'DD': 3, 'DP': 1, 'GS': 4, 'PI': 32}",12,,,,
2256,Marcelo Pitaluga ,266,Fluminense,101478,1,Goleiro,6,Nulo,{},1,0.0,2.0,0.0,0.0
2257,Marcelo Pitaluga ,266,Fluminense,101478,1,Goleiro,6,Nulo,{},2,0.0,2.0,0.0,0.0
2258,Marcelo Pitaluga ,266,Fluminense,101478,1,Goleiro,6,Nulo,{},3,0.0,2.0,0.0,0.0
2259,Marcelo Pitaluga ,266,Fluminense,101478,1,Goleiro,6,Nulo,{},4,0.0,2.0,0.0,0.0
2260,Marcelo Pitaluga ,266,Fluminense,101478,1,Goleiro,6,Nulo,{},5,0.0,2.0,0.0,0.0
2261,Marcelo Pitaluga ,266,Fluminense,101478,1,Goleiro,6,Nulo,{},6,0.0,2.0,0.0,0.0
2262,Marcelo Pitaluga ,266,Fluminense,101478,1,Goleiro,6,Nulo,{},7,0.0,2.0,0.0,0.0
2263,Marcelo Pitaluga ,266,Fluminense,101478,1,Goleiro,6,Nulo,{},8,0.0,2.0,0.0,0.0
2264,Marcelo Pitaluga ,266,Fluminense,101478,1,Goleiro,6,Nulo,{},9,0.0,2.0,0.0,0.0
2265,Marcelo Pitaluga ,266,Fluminense,101478,1,Goleiro,6,Nulo,{},10,0.0,2.0,0.0,0.0
2266,Marcelo Pitaluga ,266,Fluminense,101478,1,Goleiro,6,Nulo,{},11,0.0,2.0,0.0,0.0
2267,Marcelo Pitaluga ,266,Fluminense,101478,1,Goleiro,6,Nulo,{},12,,,,
2268,Barreto,280,Bragantino,89224,4,Meia,6,Nulo,"{'DS': 3, 'FC': 2, 'FS': 1, 'PI': 5}",1,0.0,5.0,0.0,0.0
2269,Barreto,280,Bragantino,89224,4,Meia,6,Nulo,"{'DS': 3, 'FC': 2, 'FS': 1, 'PI': 5}",2,0.0,5.0,0.0,0.0
2270,Barreto,280,Bragantino,89224,4,Meia,6,Nulo,"{'DS': 3, 'FC': 2, 'FS': 1, 'PI': 5}",3,0.0,5.0,0.0,0.0
2271,Barreto,280,Bragantino,89224,4,Meia,6,Nulo,"{'DS': 3, 'FC': 2, 'FS': 1, 'PI': 5}",4,0.9,4.02,-0.98,0.9
2272,Barreto,280,Bragantino,89224,4,Meia,6,Nulo,"{'DS': 3, 'FC': 2, 'FS': 1, 'PI': 5}",5,0.0,4.02,0.0,0.9
2273,Barreto,280,Bragantino,89224,4,Meia,6,Nulo,"{'DS': 3, 'FC': 2, 'FS': 1, 'PI': 5}",6,0.2,3.64,-0.38,0.55
2274,Barreto,280,Bragantino,89224,4,Meia,6,Nulo,"{'DS': 3, 'FC': 2, 'FS': 1, 'PI': 5}",7,0.0,3.64,0.0,0.55
2275,Barreto,280,Bragantino,89224,4,Meia,6,Nulo,"{'DS': 3, 'FC': 2, 'FS': 1, 'PI': 5}",8,0.0,3.64,0.0,0.55
2276,Barreto,280,Bragantino,89224,4,Meia,6,Nulo,"{'DS': 3, 'FC': 2, 'FS': 1, 'PI': 5}",9,0.0,3.64,0.0,0.55
2277,Barreto,280,Bragantino,89224,4,Meia,6,Nulo,"{'DS': 3, 'FC': 2, 'FS': 1, 'PI': 5}",10,0.9,3.5,-0.14,0.67
2278,Barreto,280,Bragantino,89224,4,Meia,6,Nulo,"{'DS': 3, 'FC': 2, 'FS': 1, 'PI': 5}",11,0.0,3.5,0.0,0.67
2279,Barreto,280,Bragantino,89224,4,Meia,6,Nulo,"{'DS': 3, 'FC': 2, 'FS': 1, 'PI': 5}",12,,,,
2280,Artur,280,Bragantino,95799,5,Atacante,7,Provável,"{'A': 2, 'CA': 1, 'DS': 12, 'FC': 10, 'FD': 7, 'FF': 13, 'FS': 28, 'FT': 1, 'I': 2, 'PI': 94, 'PP': 1}",1,5.8,13.63,0.63,5.8
2281,Artur,280,Bragantino,95799,5,Atacante,7,Provável,"{'A': 2, 'CA': 1, 'DS': 12, 'FC': 10, 'FD': 7, 'FF': 13, 'FS': 28, 'FT': 1, 'I': 2, 'PI': 94, 'PP': 1}",2,6.4,14.63,1.0,6.1
2282,Artur,280,Bragantino,95799,5,Atacante,7,Provável,"{'A': 2, 'CA': 1, 'DS': 12, 'FC': 10, 'FD': 7, 'FF': 13, 'FS': 28, 'FT': 1, 'I': 2, 'PI': 94, 'PP': 1}",3,2.3,13.7,-0.93,4.83
2283,Artur,280,Bragantino,95799,5,Atacante,7,Provável,"{'A': 2, 'CA': 1, 'DS': 12, 'FC': 10, 'FD': 7, 'FF': 13, 'FS': 28, 'FT': 1, 'I': 2, 'PI': 94, 'PP': 1}",4,-1.0,12.35,-1.35,3.37
2284,Artur,280,Bragantino,95799,5,Atacante,7,Provável,"{'A': 2, 'CA': 1, 'DS': 12, 'FC': 10, 'FD': 7, 'FF': 13, 'FS': 28, 'FT': 1, 'I': 2, 'PI': 94, 'PP': 1}",5,2.8,12.61,0.26,3.26
2285,Artur,280,Bragantino,95799,5,Atacante,7,Provável,"{'A': 2, 'CA': 1, 'DS': 12, 'FC': 10, 'FD': 7, 'FF': 13, 'FS': 28, 'FT': 1, 'I': 2, 'PI': 94, 'PP': 1}",6,4.5,12.95,0.34,3.47
2286,Artur,280,Bragantino,95799,5,Atacante,7,Provável,"{'A': 2, 'CA': 1, 'DS': 12, 'FC': 10, 'FD': 7, 'FF': 13, 'FS': 28, 'FT': 1, 'I': 2, 'PI': 94, 'PP': 1}",7,0.4,11.95,-1.0,3.03
2287,Artur,280,Bragantino,95799,5,Atacante,7,Provável,"{'A': 2, 'CA': 1, 'DS': 12, 'FC': 10, 'FD': 7, 'FF': 13, 'FS': 28, 'FT': 1, 'I': 2, 'PI': 94, 'PP': 1}",8,0.8,11.9,-0.05,2.75
2288,Artur,280,Bragantino,95799,5,Atacante,7,Provável,"{'A': 2, 'CA': 1, 'DS': 12, 'FC': 10, 'FD': 7, 'FF': 13, 'FS': 28, 'FT': 1, 'I': 2, 'PI': 94, 'PP': 1}",9,5.5,12.74,0.84,3.06
2289,Artur,280,Bragantino,95799,5,Atacante,7,Provável,"{'A': 2, 'CA': 1, 'DS': 12, 'FC': 10, 'FD': 7, 'FF': 13, 'FS': 28, 'FT': 1, 'I': 2, 'PI': 94, 'PP': 1}",10,6.0,13.03,0.29,3.35
2290,Artur,280,Bragantino,95799,5,Atacante,7,Provável,"{'A': 2, 'CA': 1, 'DS': 12, 'FC': 10, 'FD': 7, 'FF': 13, 'FS': 28, 'FT': 1, 'I': 2, 'PI': 94, 'PP': 1}",11,2.9,12.32,-0.71,3.31
2291,Artur,280,Bragantino,95799,5,Atacante,7,Provável,"{'A': 2, 'CA': 1, 'DS': 12, 'FC': 10, 'FD': 7, 'FF': 13, 'FS': 28, 'FT': 1, 'I': 2, 'PI': 94, 'PP': 1}",12,,,,
2292,Lucas Santos,267,Vasco,101718,4,Meia,6,Nulo,{'PI': 2},1,0.0,3.0,0.0,0.0
2293,Lucas Santos,267,Vasco,101718,4,Meia,6,Nulo,{'PI': 2},2,-0.2,2.13,-0.87,-0.2
2294,Lucas Santos,267,Vasco,101718,4,Meia,6,Nulo,{'PI': 2},3,0.0,2.13,0.0,-0.2
2295,Lucas Santos,267,Vasco,101718,4,Meia,6,Nulo,{'PI': 2},4,0.0,2.13,0.0,-0.2
2296,Lucas Santos,267,Vasco,101718,4,Meia,6,Nulo,{'PI': 2},5,0.0,2.13,0.0,-0.2
2297,Lucas Santos,267,Vasco,101718,4,Meia,6,Nulo,{'PI': 2},6,0.0,2.13,0.0,-0.2
2298,Lucas Santos,267,Vasco,101718,4,Meia,6,Nulo,{'PI': 2},7,0.0,2.13,0.0,-0.2
2299,Lucas Santos,267,Vasco,101718,4,Meia,6,Nulo,{'PI': 2},8,0.0,2.13,0.0,-0.2
2300,Lucas Santos,267,Vasco,101718,4,Meia,6,Nulo,{'PI': 2},9,0.0,2.13,0.0,-0.2
2301,Lucas Santos,267,Vasco,101718,4,Meia,6,Nulo,{'PI': 2},10,0.0,2.13,0.0,-0.2
2302,Lucas Santos,267,Vasco,101718,4,Meia,6,Nulo,{'PI': 2},11,0.0,1.68,-0.45,-0.1
2303,Lucas Santos,267,Vasco,101718,4,Meia,6,Nulo,{'PI': 2},12,,,,
2304,Douglas Friedrich,265,Bahia,78584,1,Goleiro,7,Provável,"{'DD': 4, 'FS': 2, 'GS': 2, 'PI': 26, 'SG': 1}",1,0.0,9.0,0.0,0.0
2305,Douglas Friedrich,265,Bahia,78584,1,Goleiro,7,Provável,"{'DD': 4, 'FS': 2, 'GS': 2, 'PI': 26, 'SG': 1}",2,12.2,12.07,3.07,12.2
2306,Douglas Friedrich,265,Bahia,78584,1,Goleiro,7,Provável,"{'DD': 4, 'FS': 2, 'GS': 2, 'PI': 26, 'SG': 1}",3,2.1,10.96,-1.11,7.15
2307,Douglas Friedrich,265,Bahia,78584,1,Goleiro,7,Provável,"{'DD': 4, 'FS': 2, 'GS': 2, 'PI': 26, 'SG': 1}",4,-0.5,9.99,-0.97,4.6
2308,Douglas Friedrich,265,Bahia,78584,1,Goleiro,7,Provável,"{'DD': 4, 'FS': 2, 'GS': 2, 'PI': 26, 'SG': 1}",5,0.0,9.99,0.0,4.6
2309,Douglas Friedrich,265,Bahia,78584,1,Goleiro,7,Provável,"{'DD': 4, 'FS': 2, 'GS': 2, 'PI': 26, 'SG': 1}",6,0.0,9.99,0.0,4.6
2310,Douglas Friedrich,265,Bahia,78584,1,Goleiro,7,Provável,"{'DD': 4, 'FS': 2, 'GS': 2, 'PI': 26, 'SG': 1}",7,0.0,9.99,0.0,4.6
2311,Douglas Friedrich,265,Bahia,78584,1,Goleiro,7,Provável,"{'DD': 4, 'FS': 2, 'GS': 2, 'PI': 26, 'SG': 1}",8,0.0,9.99,0.0,4.6
2312,Douglas Friedrich,265,Bahia,78584,1,Goleiro,7,Provável,"{'DD': 4, 'FS': 2, 'GS': 2, 'PI': 26, 'SG': 1}",9,0.0,9.99,0.0,4.6
2313,Douglas Friedrich,265,Bahia,78584,1,Goleiro,7,Provável,"{'DD': 4, 'FS': 2, 'GS': 2, 'PI': 26, 'SG': 1}",10,1.6,9.12,-0.87,3.85
2314,Douglas Friedrich,265,Bahia,78584,1,Goleiro,7,Provável,"{'DD': 4, 'FS': 2, 'GS': 2, 'PI': 26, 'SG': 1}",11,0.0,9.12,0.0,3.85
2315,Douglas Friedrich,265,Bahia,78584,1,Goleiro,7,Provável,"{'DD': 4, 'FS': 2, 'GS': 2, 'PI': 26, 'SG': 1}",12,,,,
2316,Léo Ortiz,280,Bragantino,97867,3,Zagueiro,7,Provável,"{'CA': 1, 'DS': 23, 'FC': 11, 'FD': 1, 'FF': 2, 'FS': 7, 'G': 2, 'PI': 35}",1,1.6,4.78,-0.22,1.6
2317,Léo Ortiz,280,Bragantino,97867,3,Zagueiro,7,Provável,"{'CA': 1, 'DS': 23, 'FC': 11, 'FD': 1, 'FF': 2, 'FS': 7, 'G': 2, 'PI': 35}",2,3.6,5.6,0.82,2.6
2318,Léo Ortiz,280,Bragantino,97867,3,Zagueiro,7,Provável,"{'CA': 1, 'DS': 23, 'FC': 11, 'FD': 1, 'FF': 2, 'FS': 7, 'G': 2, 'PI': 35}",3,12.4,9.18,3.58,5.87
2319,Léo Ortiz,280,Bragantino,97867,3,Zagueiro,7,Provável,"{'CA': 1, 'DS': 23, 'FC': 11, 'FD': 1, 'FF': 2, 'FS': 7, 'G': 2, 'PI': 35}",4,-0.9,7.25,-1.93,4.18
2320,Léo Ortiz,280,Bragantino,97867,3,Zagueiro,7,Provável,"{'CA': 1, 'DS': 23, 'FC': 11, 'FD': 1, 'FF': 2, 'FS': 7, 'G': 2, 'PI': 35}",5,-1.2,6.73,-0.52,3.1
2321,Léo Ortiz,280,Bragantino,97867,3,Zagueiro,7,Provável,"{'CA': 1, 'DS': 23, 'FC': 11, 'FD': 1, 'FF': 2, 'FS': 7, 'G': 2, 'PI': 35}",6,2.8,7.37,0.64,3.05
2322,Léo Ortiz,280,Bragantino,97867,3,Zagueiro,7,Provável,"{'CA': 1, 'DS': 23, 'FC': 11, 'FD': 1, 'FF': 2, 'FS': 7, 'G': 2, 'PI': 35}",7,2.3,7.28,-0.09,2.94
2323,Léo Ortiz,280,Bragantino,97867,3,Zagueiro,7,Provável,"{'CA': 1, 'DS': 23, 'FC': 11, 'FD': 1, 'FF': 2, 'FS': 7, 'G': 2, 'PI': 35}",8,0.0,6.88,-0.4,2.57
2324,Léo Ortiz,280,Bragantino,97867,3,Zagueiro,7,Provável,"{'CA': 1, 'DS': 23, 'FC': 11, 'FD': 1, 'FF': 2, 'FS': 7, 'G': 2, 'PI': 35}",9,1.4,7.04,0.16,2.44
2325,Léo Ortiz,280,Bragantino,97867,3,Zagueiro,7,Provável,"{'CA': 1, 'DS': 23, 'FC': 11, 'FD': 1, 'FF': 2, 'FS': 7, 'G': 2, 'PI': 35}",10,3.4,7.45,0.41,2.54
2326,Léo Ortiz,280,Bragantino,97867,3,Zagueiro,7,Provável,"{'CA': 1, 'DS': 23, 'FC': 11, 'FD': 1, 'FF': 2, 'FS': 7, 'G': 2, 'PI': 35}",11,8.9,8.55,1.1,3.12
2327,Léo Ortiz,280,Bragantino,97867,3,Zagueiro,7,Provável,"{'CA': 1, 'DS': 23, 'FC': 11, 'FD': 1, 'FF': 2, 'FS': 7, 'G': 2, 'PI': 35}",12,,,,
2328,Matheus Jesus,280,Bragantino,95335,4,Meia,2,Dúvida,"{'A': 1, 'CA': 3, 'DS': 8, 'FC': 13, 'FD': 3, 'FF': 7, 'FS': 7, 'I': 1, 'PI': 37}",1,1.9,6.45,-0.55,1.9
2329,Matheus Jesus,280,Bragantino,95335,4,Meia,2,Dúvida,"{'A': 1, 'CA': 3, 'DS': 8, 'FC': 13, 'FD': 3, 'FF': 7, 'FS': 7, 'I': 1, 'PI': 37}",2,2.7,6.53,0.08,2.3
2330,Matheus Jesus,280,Bragantino,95335,4,Meia,2,Dúvida,"{'A': 1, 'CA': 3, 'DS': 8, 'FC': 13, 'FD': 3, 'FF': 7, 'FS': 7, 'I': 1, 'PI': 37}",3,-0.9,5.42,-1.11,1.23
2331,Matheus Jesus,280,Bragantino,95335,4,Meia,2,Dúvida,"{'A': 1, 'CA': 3, 'DS': 8, 'FC': 13, 'FD': 3, 'FF': 7, 'FS': 7, 'I': 1, 'PI': 37}",4,-0.9,4.88,-0.54,0.7
2332,Matheus Jesus,280,Bragantino,95335,4,Meia,2,Dúvida,"{'A': 1, 'CA': 3, 'DS': 8, 'FC': 13, 'FD': 3, 'FF': 7, 'FS': 7, 'I': 1, 'PI': 37}",5,-2.7,3.99,-0.89,0.02
2333,Matheus Jesus,280,Bragantino,95335,4,Meia,2,Dúvida,"{'A': 1, 'CA': 3, 'DS': 8, 'FC': 13, 'FD': 3, 'FF': 7, 'FS': 7, 'I': 1, 'PI': 37}",6,0.0,3.99,0.0,0.02
2334,Matheus Jesus,280,Bragantino,95335,4,Meia,2,Dúvida,"{'A': 1, 'CA': 3, 'DS': 8, 'FC': 13, 'FD': 3, 'FF': 7, 'FS': 7, 'I': 1, 'PI': 37}",7,6.8,5.56,1.57,1.15
2335,Matheus Jesus,280,Bragantino,95335,4,Meia,2,Dúvida,"{'A': 1, 'CA': 3, 'DS': 8, 'FC': 13, 'FD': 3, 'FF': 7, 'FS': 7, 'I': 1, 'PI': 37}",8,-0.2,4.53,-1.03,0.96
2336,Matheus Jesus,280,Bragantino,95335,4,Meia,2,Dúvida,"{'A': 1, 'CA': 3, 'DS': 8, 'FC': 13, 'FD': 3, 'FF': 7, 'FS': 7, 'I': 1, 'PI': 37}",9,1.1,4.69,0.16,0.98
2337,Matheus Jesus,280,Bragantino,95335,4,Meia,2,Dúvida,"{'A': 1, 'CA': 3, 'DS': 8, 'FC': 13, 'FD': 3, 'FF': 7, 'FS': 7, 'I': 1, 'PI': 37}",10,0.0,4.69,0.0,0.98
2338,Matheus Jesus,280,Bragantino,95335,4,Meia,2,Dúvida,"{'A': 1, 'CA': 3, 'DS': 8, 'FC': 13, 'FD': 3, 'FF': 7, 'FS': 7, 'I': 1, 'PI': 37}",11,1.2,4.54,-0.15,1.0
2339,Matheus Jesus,280,Bragantino,95335,4,Meia,2,Dúvida,"{'A': 1, 'CA': 3, 'DS': 8, 'FC': 13, 'FD': 3, 'FF': 7, 'FS': 7, 'I': 1, 'PI': 37}",12,,,,
2340,Robinho,280,Bragantino,97461,5,Atacante,6,Nulo,"{'A': 1, 'DS': 3, 'FC': 3, 'FF': 1, 'FS': 1, 'PI': 5}",1,-0.1,1.38,-0.62,-0.1
2341,Robinho,280,Bragantino,97461,5,Atacante,6,Nulo,"{'A': 1, 'DS': 3, 'FC': 3, 'FF': 1, 'FS': 1, 'PI': 5}",2,0.0,1.38,0.0,-0.1
2342,Robinho,280,Bragantino,97461,5,Atacante,6,Nulo,"{'A': 1, 'DS': 3, 'FC': 3, 'FF': 1, 'FS': 1, 'PI': 5}",3,1.2,1.42,0.04,0.55
2343,Robinho,280,Bragantino,97461,5,Atacante,6,Nulo,"{'A': 1, 'DS': 3, 'FC': 3, 'FF': 1, 'FS': 1, 'PI': 5}",4,5.5,2.86,1.44,2.2
2344,Robinho,280,Bragantino,97461,5,Atacante,6,Nulo,"{'A': 1, 'DS': 3, 'FC': 3, 'FF': 1, 'FS': 1, 'PI': 5}",5,1.3,2.47,-0.39,1.98
2345,Robinho,280,Bragantino,97461,5,Atacante,6,Nulo,"{'A': 1, 'DS': 3, 'FC': 3, 'FF': 1, 'FS': 1, 'PI': 5}",6,0.0,2.47,0.0,1.98
